# Ebin    rho(Ebin)
35.0319  1.04872
35.0359  1.04902
35.0429  1.04954
35.0445  1.04966
35.052  1.05022
35.0637  1.05106
35.0655  1.05119
35.0662  1.05124
35.0671  1.05131
35.0686  1.05141
35.0687  1.05142
35.0752  1.05187
35.091  1.05296
35.1024  1.05372
35.1184  1.05476
35.1342  1.05575
35.1376  1.05596
35.1456  1.05644
35.1506  1.05674
35.1533  1.0569
35.1564  1.05708
35.1587  1.05721
35.1621  1.05741
35.1636  1.0575
35.1708  1.05791
35.1715  1.05795
35.1749  1.05814
35.1774  1.05828
35.1777  1.05829
35.1876  1.05883
35.1895  1.05894
35.1895  1.05894
35.195  1.05923
35.1995  1.05947
35.1998  1.05948
35.2068  1.05985
35.2094  1.05998
35.2212  1.06058
35.2302  1.06102
35.2345  1.06123
35.2462  1.06178
35.2469  1.06182
35.2481  1.06187
35.2799  1.0633
35.2862  1.06357
35.2921  1.06381
35.3315  1.06539
35.3367  1.06559
35.3413  1.06576
35.3416  1.06578
35.3429  1.06583
35.348  1.06601
35.362  1.06653
35.3657  1.06666
35.3745  1.06697
35.3762  1.06703
35.3812  1.06721
35.3832  1.06728
35.3836  1.06729
35.3868  1.0674
35.3905  1.06753
35.3953  1.06769
35.4033  1.06797
35.414  1.06832
35.4184  1.06847
35.4195  1.0685
35.4215  1.06857
35.4249  1.06868
35.4304  1.06886
35.4324  1.06892
35.4328  1.06894
35.4345  1.06899
35.4357  1.06903
35.4383  1.06912
35.4404  1.06918
35.4459  1.06936
35.4529  1.06958
35.4538  1.06961
35.4574  1.06972
35.4574  1.06972
35.4644  1.06994
35.4667  1.07002
35.4668  1.07002
35.4736  1.07023
35.4831  1.07053
35.4843  1.07056
35.4873  1.07065
35.4907  1.07076
35.4936  1.07085
35.4998  1.07104
35.5096  1.07134
35.5293  1.07194
35.5332  1.07206
35.539  1.07223
35.5391  1.07224
35.5423  1.07233
35.5466  1.07246
35.5479  1.0725
35.5508  1.07259
35.5538  1.07268
35.5661  1.07306
35.5678  1.07311
35.5685  1.07313
35.576  1.07336
35.5819  1.07354
35.5843  1.07361
35.599  1.07406
35.6092  1.07438
35.6099  1.0744
35.6193  1.07469
35.623  1.0748
35.6292  1.075
35.6311  1.07506
35.6357  1.0752
35.6438  1.07546
35.6489  1.07562
35.6551  1.07581
35.6717  1.07634
35.6731  1.07639
35.6791  1.07658
35.6846  1.07676
35.6905  1.07695
35.6929  1.07703
35.7077  1.07751
35.7092  1.07756
35.7129  1.07769
35.7263  1.07813
35.7268  1.07815
35.741  1.07863
35.7424  1.07867
35.7453  1.07877
35.7488  1.07889
35.7528  1.07902
35.7586  1.07922
35.7625  1.07935
35.7662  1.07948
35.7789  1.07992
35.7862  1.08017
35.7864  1.08018
35.7884  1.08025
35.7927  1.0804
35.7958  1.08051
35.8011  1.0807
35.8019  1.08072
35.8071  1.08091
35.8123  1.08109
35.8123  1.08109
35.8139  1.08115
35.8183  1.08131
35.8186  1.08132
35.8189  1.08133
35.8235  1.08149
35.8283  1.08166
35.8285  1.08167
35.8312  1.08177
35.8349  1.0819
35.8365  1.08195
35.8447  1.08225
35.8547  1.08261
35.8601  1.08281
35.8938  1.08404
35.8976  1.08418
35.9071  1.08453
35.9089  1.08459
35.9192  1.08497
35.9223  1.08508
35.9264  1.08524
35.9307  1.08539
35.9621  1.08655
35.9679  1.08677
35.9708  1.08687
35.9725  1.08693
35.9753  1.08704
35.9795  1.08719
35.9803  1.08722
35.9837  1.08735
35.9928  1.08768
36.0156  1.08851
36.0183  1.08861
36.0276  1.08895
36.029  1.089
36.0311  1.08907
36.0323  1.08912
36.0415  1.08945
36.0519  1.08982
36.0526  1.08985
36.0562  1.08997
36.0587  1.09006
36.0587  1.09007
36.0686  1.09042
36.078  1.09075
36.0958  1.09137
36.1005  1.09154
36.1008  1.09155
36.1074  1.09177
36.1103  1.09187
36.1139  1.092
36.114  1.092
36.1146  1.09202
36.1165  1.09209
36.1205  1.09223
36.1229  1.09231
36.1363  1.09276
36.1401  1.09289
36.1418  1.09295
36.1491  1.09319
36.1503  1.09323
36.1563  1.09343
36.1587  1.09351
36.1617  1.09361
36.1621  1.09362
36.1626  1.09364
36.166  1.09375
36.1893  1.09451
36.1929  1.09462
36.1935  1.09464
36.1948  1.09468
36.1991  1.09482
36.2031  1.09495
36.2072  1.09508
36.2093  1.09514
36.2106  1.09518
36.2135  1.09527
36.2145  1.09531
36.2168  1.09538
36.2196  1.09547
36.2206  1.0955
36.2223  1.09555
36.2344  1.09593
36.2509  1.09643
36.2603  1.09672
36.2657  1.09688
36.2661  1.09689
36.2689  1.09697
36.2776  1.09723
36.2832  1.0974
36.2999  1.09789
36.3055  1.09806
36.3061  1.09807
36.3089  1.09816
36.3128  1.09827
36.3175  1.09841
36.3235  1.09858
36.3524  1.09941
36.3526  1.09942
36.3532  1.09944
36.3586  1.09959
36.362  1.09969
36.3645  1.09976
36.3654  1.09979
36.3658  1.0998
36.3668  1.09983
36.367  1.09984
36.375  1.10006
36.3753  1.10007
36.3773  1.10013
36.3783  1.10016
36.3786  1.10017
36.3863  1.10039
36.3881  1.10044
36.3889  1.10047
36.3902  1.1005
36.3904  1.10051
36.3938  1.10061
36.3974  1.10071
36.4001  1.10079
36.4029  1.10087
36.4093  1.10106
36.4094  1.10106
36.4114  1.10112
36.4224  1.10144
36.4224  1.10144
36.4241  1.10149
36.4246  1.10151
36.4327  1.10175
36.4546  1.10241
36.4606  1.10259
36.4662  1.10276
36.4669  1.10278
36.4723  1.10295
36.4828  1.10328
36.4885  1.10346
36.496  1.10371
36.5021  1.10391
36.5046  1.10399
36.5136  1.10429
36.5189  1.10447
36.5205  1.10452
36.5219  1.10457
36.5258  1.10471
36.533  1.10495
36.5385  1.10515
36.5386  1.10515
36.5394  1.10518
36.5527  1.10566
36.5544  1.10573
36.5548  1.10574
36.555  1.10575
36.5566  1.10581
36.5667  1.10619
36.5689  1.10627
36.5758  1.10654
36.5778  1.10662
36.6005  1.10754
36.6005  1.10754
36.6067  1.10781
36.6076  1.10785
36.608  1.10786
36.6173  1.10827
36.6193  1.10836
36.6205  1.10841
36.6274  1.10872
36.6277  1.10873
36.6283  1.10876
36.6328  1.10897
36.6366  1.10914
36.6374  1.10918
36.64  1.1093
36.6443  1.10951
36.6498  1.10978
36.6553  1.11005
36.6629  1.11043
36.6663  1.1106
36.6721  1.1109
36.6732  1.11096
36.6754  1.11108
36.6758  1.1111
36.6834  1.1115
36.6872  1.11171
36.6894  1.11183
36.6927  1.11202
36.6988  1.11236
36.6989  1.11237
36.7003  1.11245
36.704  1.11266
36.7098  1.113
36.711  1.11307
36.7168  1.11342
36.7174  1.11345
36.7239  1.11385
36.7253  1.11394
36.7278  1.11409
36.734  1.11448
36.7377  1.11472
36.7538  1.11579
36.7618  1.11633
36.7854  1.11803
36.7862  1.11809
36.7864  1.11811
36.7882  1.11824
36.8031  1.11939
36.8044  1.11949
36.8117  1.12007
36.8269  1.12132
36.8276  1.12138
36.8319  1.12175
36.8349  1.12201
36.8383  1.1223
36.8428  1.12269
36.8478  1.12313
36.8488  1.12323
36.862  1.12442
36.8623  1.12445
36.865  1.1247
36.8674  1.12493
36.8711  1.12528
36.8754  1.12569
36.8766  1.12581
36.8781  1.12595
36.8857  1.12669
36.8869  1.12681
36.8891  1.12703
36.8921  1.12733
36.8928  1.12739
36.8938  1.1275
36.9093  1.12908
36.9238  1.13062
36.9287  1.13115
36.9336  1.13169
36.9342  1.13175
36.9483  1.13334
36.9496  1.13348
36.9507  1.1336
36.9663  1.13543
36.9709  1.13597
36.9719  1.13609
36.9732  1.13624
36.9755  1.13652
36.982  1.13731
36.9825  1.13736
36.9846  1.13762
36.9881  1.13805
36.9945  1.13885
36.995  1.13891
37.0201  1.1421
37.0201  1.1421
37.0307  1.1435
37.0386  1.14456
37.0429  1.14513
37.0468  1.14566
37.0492  1.14598
37.0519  1.14635
37.0527  1.14646
37.0559  1.1469
37.0696  1.1488
37.072  1.14913
37.0735  1.14934
37.0748  1.14952
37.0855  1.15104
37.0953  1.15245
37.1019  1.1534
37.1091  1.15444
37.1261  1.15695
37.1267  1.15703
37.1356  1.15835
37.1409  1.15914
37.1458  1.15989
37.1494  1.16042
37.1521  1.16083
37.1559  1.1614
37.1591  1.16189
37.1597  1.16198
37.1604  1.1621
37.185  1.16583
37.1941  1.16723
37.1966  1.16761
37.1984  1.16789
37.1995  1.16806
37.1998  1.16811
37.21  1.16966
37.217  1.17074
37.219  1.17105
37.2225  1.17158
37.223  1.17166
37.2271  1.1723
37.2289  1.17256
37.2301  1.17275
37.2327  1.17314
37.235  1.17351
37.24  1.17426
37.2402  1.1743
37.2452  1.17506
37.2468  1.17531
37.251  1.17594
37.2537  1.17635
37.2561  1.17672
37.2588  1.17713
37.2593  1.17721
37.2633  1.17781
37.2656  1.17816
37.2707  1.17893
37.2785  1.18011
37.281  1.18048
37.2844  1.18098
37.2857  1.18119
37.2864  1.18129
37.2868  1.18134
37.2925  1.1822
37.293  1.18228
37.2967  1.18282
37.2982  1.18303
37.3033  1.18378
37.3051  1.18406
37.3074  1.18439
37.3147  1.18546
37.3156  1.18558
37.3253  1.18698
37.3391  1.18893
37.3414  1.18926
37.3469  1.19002
37.3563  1.19132
37.3565  1.19134
37.3657  1.19258
37.3736  1.19363
37.39  1.19574
37.3958  1.19648
37.3988  1.19685
37.399  1.19688
37.4031  1.19738
37.4131  1.19859
37.4141  1.19871
37.4152  1.19884
37.4155  1.19887
37.4286  1.20039
37.431  1.20066
37.4367  1.2013
37.4458  1.20229
37.4507  1.20281
37.4526  1.20301
37.4555  1.2033
37.4755  1.20527
37.476  1.20532
37.4797  1.20566
37.4816  1.20583
37.482  1.20587
37.4825  1.20592
37.4891  1.20651
37.4947  1.20699
37.4991  1.20735
37.5057  1.20789
37.5111  1.20831
37.5163  1.20871
37.5164  1.20871
37.5187  1.20888
37.5335  1.2099
37.5372  1.21014
37.5385  1.21022
37.539  1.21025
37.5449  1.21061
37.5502  1.21091
37.5603  1.21144
37.5623  1.21154
37.5646  1.21165
37.5685  1.21183
37.5697  1.21188
37.583  1.21243
37.5871  1.21257
37.5879  1.2126
37.5884  1.21261
37.6088  1.21317
37.6218  1.21339
37.626  1.21344
37.631  1.21348
37.6335  1.2135
37.6426  1.21352
37.653  1.21348
37.6751  1.21317
37.6761  1.21315
37.6764  1.21314
37.694  1.21264
37.7018  1.21236
37.7035  1.21229
37.7122  1.21192
37.7149  1.2118
37.7168  1.2117
37.7222  1.21143
37.7284  1.21109
37.7311  1.21094
37.7409  1.21034
37.7508  1.20967
37.7546  1.2094
37.7547  1.20938
37.7564  1.20926
37.7584  1.20911
37.7587  1.20909
37.7653  1.20858
37.7653  1.20857
37.7717  1.20805
37.7811  1.20723
37.7864  1.20674
37.7926  1.20616
37.795  1.20592
37.7973  1.20569
37.8099  1.20438
37.8103  1.20434
37.8133  1.20401
37.8172  1.20357
37.8194  1.20333
37.8236  1.20285
37.8254  1.20264
37.8276  1.20238
37.8301  1.20209
37.8307  1.20201
37.8346  1.20155
37.8354  1.20144
37.8392  1.20097
37.8406  1.2008
37.8408  1.20077
37.8481  1.19985
37.8502  1.19957
37.853  1.1992
37.8537  1.19911
37.855  1.19894
37.8575  1.1986
37.859  1.1984
37.8727  1.19649
37.8792  1.19555
37.8833  1.19494
37.8894  1.19404
37.8973  1.19282
37.8993  1.19251
37.912  1.19049
37.9152  1.18998
37.9171  1.18966
37.9229  1.18871
37.9234  1.18862
37.9249  1.18837
37.9351  1.18664
37.9366  1.18639
37.9385  1.18606
37.9414  1.18555
37.9425  1.18536
37.9428  1.18531
37.9453  1.18488
37.9457  1.1848
37.9501  1.18402
37.9623  1.18183
37.9633  1.18166
37.9673  1.18091
37.9847  1.17769
37.997  1.17533
38.0011  1.17455
38.0102  1.17278
38.0119  1.17245
38.0154  1.17175
38.0283  1.16919
38.0336  1.16814
38.0452  1.16579
38.0453  1.16578
38.0476  1.16531
38.0508  1.16466
38.062  1.16238
38.0756  1.15958
38.0761  1.1595
38.0771  1.15928
38.0796  1.15877
38.0803  1.15862
38.0812  1.15845
38.0877  1.15711
38.089  1.15682
38.0917  1.15628
38.1083  1.15285
38.1147  1.15152
38.119  1.15063
38.1193  1.15058
38.1291  1.14856
38.1453  1.14524
38.146  1.1451
38.1463  1.14504
38.1529  1.1437
38.1585  1.14256
38.1592  1.14243
38.1614  1.14198
38.1642  1.14142
38.1657  1.14112
38.166  1.14106
38.1805  1.13816
38.1844  1.13739
38.1893  1.13643
38.1921  1.13587
38.1924  1.13582
38.2005  1.13424
38.2039  1.13358
38.2172  1.13105
38.2188  1.13074
38.222  1.13015
38.2237  1.12983
38.2264  1.12933
38.2397  1.12689
38.2412  1.12662
38.242  1.12648
38.2495  1.12513
38.253  1.12451
38.261  1.12311
38.266  1.12225
38.2746  1.1208
38.2997  1.11675
38.3162  1.11425
38.3206  1.1136
38.3256  1.11289
38.3275  1.11262
38.3287  1.11246
38.3307  1.11218
38.3426  1.11056
38.3448  1.11026
38.3458  1.11014
38.3625  1.10803
38.3644  1.10781
38.3715  1.10697
38.3773  1.10631
38.3792  1.1061
38.3809  1.10592
38.3826  1.10574
38.3834  1.10564
38.384  1.10558
38.3975  1.1042
38.4033  1.10364
38.4034  1.10362
38.4055  1.10343
38.4128  1.10277
38.4224  1.10195
38.4236  1.10186
38.4249  1.10175
38.4264  1.10163
38.4338  1.10107
38.4395  1.10066
38.4486  1.10006
38.4562  1.0996
38.4625  1.09925
38.4676  1.09899
38.4705  1.09885
38.4717  1.0988
38.4723  1.09877
38.4917  1.09803
38.4938  1.09796
38.4939  1.09796
38.496  1.0979
38.5  1.09779
38.5032  1.09771
38.5089  1.0976
38.5095  1.09759
38.5096  1.09759
38.5146  1.09751
38.5161  1.09749
38.5163  1.09748
38.5199  1.09744
38.522  1.09742
38.5263  1.0974
38.5396  1.0974
38.5446  1.09743
38.5588  1.09763
38.57  1.0979
38.5716  1.09795
38.5719  1.09795
38.574  1.09802
38.5823  1.0983
38.5911  1.09866
38.5941  1.0988
38.5954  1.09886
38.5962  1.0989
38.5967  1.09892
38.5991  1.09903
38.6007  1.09912
38.6023  1.0992
38.6067  1.09944
38.6125  1.09977
38.6139  1.09986
38.6146  1.0999
38.6266  1.10069
38.6325  1.10111
38.6327  1.10113
38.6372  1.10147
38.6494  1.10247
38.657  1.10315
38.6571  1.10315
38.6609  1.10351
38.6613  1.10355
38.7101  1.10895
38.7106  1.10901
38.7123  1.10924
38.7184  1.11002
38.7197  1.1102
38.722  1.1105
38.7235  1.11071
38.7364  1.11249
38.7372  1.11261
38.7373  1.11261
38.7407  1.1131
38.7498  1.11444
38.7545  1.11515
38.7558  1.11535
38.7583  1.11574
38.7615  1.11624
38.7652  1.11681
38.7695  1.1175
38.7733  1.11811
38.7765  1.11863
38.7786  1.11897
38.7791  1.11905
38.7828  1.11967
38.7832  1.11973
38.785  1.12003
38.7906  1.12099
38.7976  1.12217
38.7981  1.12226
38.8054  1.12355
38.8171  1.12564
38.821  1.12635
38.8357  1.12909
38.8453  1.13092
38.8466  1.13116
38.8537  1.13254
38.8579  1.13336
38.8592  1.13362
38.8609  1.13395
38.8682  1.13539
38.8762  1.13699
38.8842  1.13861
38.8857  1.13892
38.8898  1.13975
38.8931  1.14043
38.8935  1.1405
38.9118  1.14429
38.9189  1.14579
38.9216  1.14634
38.9238  1.1468
38.9276  1.14761
38.9509  1.15252
38.9538  1.15314
38.9546  1.15332
38.9559  1.15359
38.9771  1.15811
38.9848  1.15974
38.9999  1.16295
39.0135  1.16582
39.0234  1.16788
39.0262  1.16847
39.0342  1.17013
39.0368  1.17069
39.0376  1.17084
39.0454  1.17244
39.0493  1.17324
39.054  1.1742
39.0631  1.17603
39.0637  1.17616
39.0719  1.17779
39.085  1.18038
39.0923  1.18178
39.1048  1.18417
39.1076  1.1847
39.1149  1.18605
39.1261  1.18809
39.1277  1.18838
39.1308  1.18893
39.1372  1.19008
39.1396  1.19049
39.1413  1.19078
39.1459  1.19158
39.1618  1.19426
39.1725  1.19599
39.1732  1.1961
39.1751  1.19641
39.1897  1.19866
39.1905  1.19877
39.2002  1.2002
39.2055  1.20096
39.2058  1.20101
39.2105  1.20166
39.2159  1.2024
39.2175  1.20261
39.2234  1.2034
39.2273  1.20391
39.2286  1.20407
39.2369  1.20512
39.2392  1.20541
39.2506  1.20675
39.252  1.20691
39.2579  1.20757
39.2664  1.20848
39.2664  1.20848
39.2733  1.20919
39.2915  1.2109
39.2947  1.21118
39.2961  1.2113
39.2965  1.21133
39.3007  1.21168
39.3049  1.21201
39.3049  1.21202
39.3058  1.21209
39.3097  1.21239
39.3141  1.21271
39.3185  1.21303
39.3268  1.21358
39.3284  1.21368
39.3346  1.21405
39.3421  1.21446
39.345  1.21461
39.3475  1.21474
39.3521  1.21495
39.356  1.21512
39.3561  1.21513
39.3613  1.21534
39.3662  1.21552
39.3731  1.21574
39.3817  1.21598
39.3929  1.2162
39.4002  1.21629
39.4133  1.21637
39.4144  1.21637
39.4209  1.21635
39.4221  1.21635
39.4355  1.2162
39.4377  1.21617
39.4392  1.21614
39.4396  1.21614
39.4408  1.21611
39.4487  1.21594
39.4557  1.21575
39.4577  1.21569
39.4584  1.21566
39.4594  1.21563
39.4624  1.21553
39.4671  1.21536
39.4674  1.21535
39.4691  1.21528
39.4711  1.2152
39.4912  1.21424
39.4928  1.21414
39.4971  1.2139
39.5085  1.21318
39.5183  1.2125
39.5231  1.21213
39.5281  1.21174
39.5359  1.2111
39.5466  1.21015
39.5472  1.2101
39.5565  1.20921
39.5572  1.20914
39.5574  1.20912
39.5614  1.20872
39.5622  1.20864
39.5655  1.2083
39.5659  1.20825
39.5766  1.20711
39.5827  1.20642
39.591  1.20545
39.5936  1.20514
39.5957  1.20488
39.596  1.20485
39.5975  1.20467
39.6013  1.2042
39.603  1.20398
39.607  1.20348
39.6079  1.20336
39.6101  1.20307
39.621  1.20162
39.6278  1.20069
39.63  1.20038
39.6357  1.19957
39.6366  1.19945
39.638  1.19925
39.6486  1.19769
39.6524  1.1971
39.6717  1.1941
39.6728  1.19392
39.6793  1.19287
39.6807  1.19265
39.6819  1.19245
39.6893  1.19122
39.6902  1.19107
39.6903  1.19104
39.6975  1.18982
39.7015  1.18914
39.7031  1.18886
39.7044  1.18864
39.7074  1.18812
39.7111  1.18746
39.7135  1.18704
39.7194  1.18598
39.7301  1.18406
39.7304  1.18399
39.7375  1.1827
39.7408  1.18209
39.7475  1.18083
39.7495  1.18045
39.75  1.18037
39.7537  1.17967
39.7539  1.17963
39.7565  1.17915
39.758  1.17886
39.7595  1.17856
39.7626  1.17797
39.7648  1.17754
39.7651  1.17749
39.7684  1.17685
39.7738  1.17582
39.778  1.17499
39.7852  1.17359
39.7865  1.17332
39.7885  1.17292
39.7967  1.17131
39.8139  1.16787
39.815  1.16764
39.8225  1.16613
39.8244  1.16575
39.8392  1.16274
39.8489  1.16076
39.8562  1.15925
39.8593  1.15863
39.8625  1.15796
39.8661  1.15723
39.8678  1.15688
39.8686  1.15672
39.8707  1.15629
39.8711  1.1562
39.874  1.1556
39.8863  1.15309
39.8891  1.1525
39.8898  1.15237
39.8927  1.15178
39.8939  1.15152
39.8959  1.15112
39.8991  1.15046
39.9033  1.1496
39.9213  1.14594
39.9233  1.14554
39.9284  1.14449
39.9297  1.14425
39.9346  1.14325
39.9354  1.1431
39.9359  1.14298
39.9394  1.1423
39.9406  1.14204
39.9407  1.14204
39.941  1.14196
39.9432  1.14152
39.9438  1.14141
39.9443  1.14131
39.9469  1.14079
39.9476  1.14065
39.952  1.13978
39.9591  1.13836
39.9606  1.13807
39.9647  1.13726
39.9658  1.13705
39.967  1.13683
39.9733  1.13558
39.9752  1.13522
39.981  1.13409
39.9929  1.13181
39.998  1.13085
39.9983  1.1308
40.001  1.13029
40.0052  1.1295
40.0067  1.12923
40.0171  1.12731
40.0189  1.12698
40.0219  1.12642
40.0257  1.12573
40.0378  1.12356
40.042  1.12282
40.0436  1.12254
40.0436  1.12254
40.0451  1.12228
40.0455  1.12221
40.048  1.12178
40.0505  1.12133
40.0546  1.12063
40.0562  1.12036
40.0617  1.11943
40.0622  1.11934
40.0677  1.11842
40.0756  1.11711
40.0789  1.11658
40.0796  1.11645
40.0802  1.11636
40.0947  1.11404
40.0955  1.11391
40.0968  1.11372
40.1059  1.11231
40.1117  1.11143
40.1269  1.10921
40.1313  1.10858
40.1327  1.10839
40.1437  1.10686
40.1469  1.10643
40.1595  1.10476
40.1682  1.10366
40.1796  1.10227
40.1859  1.10151
40.1901  1.10104
40.1904  1.10099
40.1985  1.10008
40.2046  1.09942
40.2068  1.09918
40.2181  1.098
40.2217  1.09764
40.2247  1.09734
40.2255  1.09726
40.2306  1.09678
40.2319  1.09665
40.2386  1.09602
40.2394  1.09595
40.2512  1.09491
40.2569  1.09443
40.2577  1.09436
40.2618  1.09403
40.2734  1.09312
40.2872  1.09213
40.2902  1.09193
40.2918  1.09182
40.2953  1.09159
40.3125  1.09055
40.3165  1.09033
40.3175  1.09027
40.3208  1.0901
40.326  1.08983
40.3387  1.08923
40.3441  1.08899
40.3553  1.08854
40.3812  1.08772
40.3855  1.08761
40.3867  1.08758
40.3901  1.0875
40.3973  1.08735
40.4032  1.08724
40.4044  1.08722
40.4095  1.08714
40.413  1.08709
40.4332  1.08689
40.4504  1.08684
40.4514  1.08684
40.4542  1.08684
40.4729  1.08692
40.4836  1.08702
40.4923  1.08712
40.4924  1.08712
40.4927  1.08713
40.4952  1.08716
40.4957  1.08717
40.5019  1.08726
40.5065  1.08734
40.5073  1.08736
40.5109  1.08742
40.5149  1.0875
40.5154  1.08751
40.5168  1.08753
40.5296  1.08781
40.5328  1.08789
40.5413  1.08811
40.5472  1.08827
40.5678  1.08888
40.5681  1.08889
40.578  1.08922
40.5859  1.08949
40.5862  1.08951
40.5871  1.08954
40.5927  1.08974
40.5934  1.08977
40.6034  1.09015
40.6066  1.09027
40.6074  1.0903
40.6121  1.09049
40.6146  1.09059
40.6158  1.09064
40.623  1.09093
40.6488  1.09204
40.6495  1.09207
40.6587  1.09249
40.666  1.09283
40.6676  1.0929
40.6762  1.0933
40.6839  1.09367
40.6958  1.09424
40.705  1.09469
40.7086  1.09487
40.7106  1.09497
40.7194  1.09541
40.7232  1.0956
40.7233  1.0956
40.7327  1.09608
40.7363  1.09626
40.7365  1.09627
40.7398  1.09644
40.7417  1.09653
40.7449  1.09669
40.7628  1.0976
40.7628  1.0976
40.763  1.09762
40.7644  1.09768
40.7733  1.09814
40.774  1.09818
40.7828  1.09863
40.7915  1.09907
40.8114  1.10008
40.8266  1.10084
40.8296  1.10099
40.8346  1.10124
40.8372  1.10137
40.8466  1.10184
40.8475  1.10188
40.8484  1.10192
40.8522  1.10211
40.8537  1.10219
40.8617  1.10258
40.8631  1.10264
40.8664  1.1028
40.8667  1.10282
40.8677  1.10286
40.8689  1.10292
40.8693  1.10294
40.8823  1.10356
40.885  1.10369
40.8888  1.10387
40.8949  1.10416
40.9018  1.10448
40.904  1.10458
40.9108  1.10489
40.9108  1.10489
40.9124  1.10496
40.9172  1.10518
40.9235  1.10546
40.9241  1.10549
40.9313  1.10581
40.9379  1.1061
40.938  1.1061
40.9396  1.10617
40.9399  1.10618
40.9405  1.10621
40.9434  1.10634
40.9434  1.10634
40.9482  1.10654
40.9526  1.10673
40.96  1.10704
40.9602  1.10705
40.9663  1.1073
40.967  1.10733
40.9698  1.10744
40.9757  1.10769
40.9774  1.10775
40.9843  1.10802
40.9861  1.1081
40.9908  1.10828
40.9929  1.10836
40.9958  1.10847
41.0057  1.10885
41.0083  1.10895
41.0146  1.10918
41.0214  1.10942
41.0422  1.11015
41.0486  1.11036
41.0488  1.11036
41.0489  1.11037
41.062  1.11079
41.0672  1.11095
41.071  1.11107
41.0775  1.11126
41.0866  1.11153
41.0866  1.11153
41.1058  1.11205
41.107  1.11208
41.112  1.11221
41.1147  1.11228
41.1156  1.1123
41.1188  1.11238
41.1318  1.11269
41.1384  1.11284
41.1467  1.11302
41.148  1.11304
41.1539  1.11316
41.1597  1.11328
41.168  1.11343
41.1773  1.1136
41.184  1.1137
41.1841  1.11371
41.201  1.11396
41.212  1.1141
41.2127  1.1141
41.2193  1.11418
41.2242  1.11423
41.2311  1.1143
41.2375  1.11435
41.2434  1.1144
41.2514  1.11446
41.256  1.11448
41.2594  1.1145
41.2605  1.11451
41.2624  1.11452
41.2625  1.11452
41.2742  1.11456
41.282  1.11458
41.2821  1.11458
41.2917  1.11459
41.2991  1.11459
41.3039  1.11458
41.3107  1.11456
41.3186  1.11454
41.3218  1.11453
41.3228  1.11452
41.3327  1.11447
41.3458  1.11438
41.3468  1.11437
41.36  1.11425
41.3732  1.11411
41.3756  1.11408
41.3768  1.11406
41.3806  1.11402
41.3831  1.11398
41.3853  1.11395
41.3921  1.11385
41.393  1.11384
41.4025  1.11369
41.4118  1.11354
41.4139  1.1135
41.4243  1.11331
41.4278  1.11324
41.4357  1.11308
41.4366  1.11306
41.4469  1.11284
41.4532  1.1127
41.4726  1.11223
41.4742  1.11218
41.4835  1.11194
41.4872  1.11184
41.499  1.11151
41.5046  1.11135
41.5152  1.11104
41.518  1.11095
41.5215  1.11084
41.5269  1.11068
41.5293  1.1106
41.5314  1.11054
41.5323  1.11051
41.5347  1.11043
41.5368  1.11036
41.5392  1.11029
41.5414  1.11021
41.5417  1.1102
41.5428  1.11017
41.5459  1.11007
41.5555  1.10974
41.5749  1.10907
41.5753  1.10906
41.5791  1.10892
41.5804  1.10888
41.5869  1.10864
41.5945  1.10837
41.5964  1.10829
41.6012  1.10812
41.6168  1.10754
41.6225  1.10732
41.6259  1.10719
41.6395  1.10667
41.6435  1.10652
41.6436  1.10651
41.6437  1.10651
41.6485  1.10632
41.6569  1.106
41.6652  1.10567
41.6664  1.10563
41.6687  1.10554
41.672  1.10541
41.6778  1.10518
41.6788  1.10514
41.68  1.10509
41.7049  1.10412
41.7113  1.10387
41.716  1.10369
41.7167  1.10366
41.7175  1.10363
41.7201  1.10353
41.7223  1.10344
41.7267  1.10327
41.7274  1.10324
41.7281  1.10322
41.7342  1.10299
41.7429  1.10265
41.7454  1.10256
41.7514  1.10233
41.7585  1.10206
41.7691  1.10167
41.7704  1.10162
41.7757  1.10142
41.7824  1.10118
41.7881  1.10098
41.7961  1.10069
41.8002  1.10055
41.8009  1.10052
41.8051  1.10037
41.8063  1.10033
41.8077  1.10028
41.8128  1.10011
41.8188  1.0999
41.8241  1.09973
41.8372  1.09929
41.8404  1.09919
41.8469  1.09898
41.8616  1.09853
41.8733  1.09818
41.8733  1.09818
41.8791  1.09801
41.8848  1.09785
41.8858  1.09782
41.8895  1.09772
41.8899  1.09771
41.8923  1.09764
41.9017  1.09739
41.9149  1.09704
41.9163  1.09701
41.9379  1.09649
41.9511  1.09619
41.9524  1.09617
41.9549  1.09611
41.9585  1.09604
41.9607  1.09599
41.9649  1.0959
41.9659  1.09588
41.9661  1.09588
41.9708  1.09579
41.9805  1.0956
41.981  1.09559
41.9868  1.09549
41.9871  1.09548
41.9892  1.09544
41.9975  1.0953
42.0072  1.09514
42.009  1.09511
42.0139  1.09503
42.0165  1.09499
42.0183  1.09497
42.0691  1.09432
42.0703  1.09431
42.0808  1.09421
42.0838  1.09418
42.0891  1.09413
42.0898  1.09413
42.0908  1.09412
42.1003  1.09404
42.1042  1.09401
42.1076  1.09398
42.1092  1.09397
42.1107  1.09396
42.1121  1.09395
42.1141  1.09394
42.1147  1.09393
42.1228  1.09388
42.1304  1.09383
42.1322  1.09382
42.1334  1.09382
42.1487  1.09374
42.153  1.09372
42.1646  1.09367
