# Ebin    rho(Ebin)
13.557  0.999701
13.5574  0.99962
13.5581  0.999478
13.5691  0.997227
13.5736  0.996308
13.5795  0.995102
13.5826  0.994484
13.5843  0.994142
13.5891  0.993155
13.595  0.991964
13.5956  0.99184
13.6017  0.990605
13.6098  0.988974
13.626  0.985732
13.6275  0.985421
13.6293  0.985074
13.6334  0.98426
13.6346  0.98402
13.6413  0.982686
13.6455  0.98185
13.6481  0.981339
13.6567  0.979654
13.6624  0.978553
13.6753  0.976058
13.6775  0.975635
13.6798  0.975196
13.6821  0.974746
13.687  0.973827
13.7023  0.970945
13.7098  0.969557
13.7156  0.968476
13.7196  0.967741
13.7202  0.967643
13.7266  0.96648
13.7337  0.965204
13.7338  0.965189
13.7382  0.964394
13.7438  0.963407
13.7584  0.96087
13.7596  0.960656
13.7627  0.960134
13.7779  0.95757
13.7825  0.956809
13.7843  0.956501
13.7946  0.954838
13.7946  0.954835
13.8043  0.953294
13.8077  0.952759
13.8095  0.952481
13.8108  0.952266
13.8167  0.95137
13.8231  0.950396
13.8247  0.950146
13.8346  0.948679
13.836  0.94847
13.8386  0.948094
13.8481  0.946736
13.8532  0.946011
13.8547  0.945796
13.8585  0.945274
13.8596  0.945126
13.8866  0.941562
13.8884  0.941326
13.9015  0.939712
13.9034  0.939484
13.9061  0.939166
13.9063  0.939138
13.9119  0.938481
13.9282  0.936636
13.9406  0.935319
13.9504  0.93431
13.9514  0.934215
13.9542  0.933933
13.955  0.933862
13.9571  0.933648
13.9578  0.933589
13.9626  0.933124
13.967  0.932715
13.9719  0.932263
13.9728  0.932178
13.9729  0.932168
13.9749  0.931989
13.9849  0.931114
13.9889  0.930779
13.9996  0.929912
14.0087  0.929208
14.0113  0.929016
14.0173  0.928581
14.0194  0.928431
14.0223  0.928231
14.0275  0.927881
14.0318  0.927597
14.0445  0.926803
14.0524  0.926351
14.0547  0.926219
14.0568  0.926107
14.058  0.926043
14.0612  0.925872
14.062  0.92583
14.0737  0.925249
14.0741  0.925229
14.0853  0.924729
14.0881  0.924614
14.0913  0.924484
14.0969  0.924268
14.0996  0.924165
14.1006  0.924131
14.1029  0.924048
14.1077  0.923884
14.1109  0.923782
14.1114  0.923764
14.1115  0.923762
14.1121  0.923742
14.1285  0.923282
14.1328  0.923177
14.1337  0.923158
14.1341  0.923148
14.1421  0.92298
14.1669  0.922608
14.17  0.922578
14.1713  0.922567
14.1829  0.92249
14.1859  0.922478
14.1871  0.922474
14.1886  0.922471
14.1889  0.92247
14.2001  0.922465
14.2043  0.922474
14.2053  0.922477
14.2055  0.922478
14.2175  0.922543
14.2299  0.922659
14.2411  0.922806
14.2422  0.922823
14.2427  0.922831
14.2454  0.922873
14.2529  0.923004
14.257  0.923081
14.2592  0.923125
14.2616  0.923175
14.2678  0.923311
14.2761  0.923512
14.2838  0.923712
14.2881  0.923833
14.2894  0.92387
14.3041  0.924321
14.3107  0.924542
14.3292  0.925218
14.3423  0.925746
14.3441  0.925823
14.3548  0.926283
14.361  0.926562
14.3639  0.926697
14.3664  0.92681
14.3699  0.926978
14.3743  0.927186
14.3826  0.927592
14.4083  0.928923
14.4112  0.929084
14.413  0.929178
14.4217  0.929661
14.4222  0.929692
14.426  0.929905
14.4337  0.930344
14.4363  0.930492
14.437  0.930534
14.4424  0.930849
14.4447  0.930986
14.4509  0.931356
14.4637  0.932125
14.4657  0.932248
14.4672  0.932344
14.4758  0.932873
14.4817  0.933246
14.4826  0.933304
14.4852  0.933463
14.4879  0.933636
14.493  0.933963
14.505  0.934731
14.5052  0.934748
14.5081  0.934932
14.518  0.935581
14.519  0.935644
14.5225  0.935875
14.5257  0.936086
14.537  0.936831
14.541  0.937099
14.5423  0.937184
14.5425  0.937199
14.5477  0.937549
14.5485  0.937604
14.5537  0.937951
14.5562  0.938117
14.5592  0.938315
14.5614  0.938461
14.5705  0.93908
14.5797  0.939695
14.5826  0.939893
14.5828  0.939904
14.5833  0.939941
14.5834  0.939946
14.5844  0.940014
14.5858  0.940106
14.5876  0.940231
14.5904  0.940416
14.5928  0.940578
14.5932  0.940603
14.5938  0.940643
14.5956  0.940764
14.5989  0.940988
14.599  0.940999
14.6075  0.941566
14.6144  0.942027
14.6187  0.942321
14.6249  0.94273
14.6336  0.94331
14.6428  0.943918
14.6442  0.944013
14.6544  0.944682
14.6564  0.944814
14.6592  0.944993
14.6602  0.945061
14.6603  0.945066
14.6633  0.94526
14.667  0.945499
14.6819  0.94646
14.6832  0.94654
14.6871  0.946788
14.6873  0.946797
14.7012  0.947669
14.7085  0.94812
14.7104  0.948236
14.7233  0.949014
14.739  0.949939
14.7405  0.950027
14.7455  0.950316
14.7581  0.951027
14.7581  0.951028
14.762  0.951242
14.7623  0.951261
14.7652  0.951419
14.7709  0.951729
14.7792  0.952167
14.7977  0.953122
14.8008  0.953275
14.8041  0.953436
14.8147  0.953944
14.8152  0.953967
14.8164  0.954024
14.8177  0.954085
14.8462  0.955346
14.8496  0.955484
14.8502  0.95551
14.8579  0.955819
14.8637  0.956045
14.8673  0.956182
14.876  0.956498
14.8765  0.956519
14.8779  0.956567
14.8891  0.956948
14.8917  0.957034
14.8926  0.957064
14.8946  0.95713
14.8969  0.957201
14.8983  0.957244
14.8993  0.957276
14.9003  0.957306
14.9081  0.957539
14.9113  0.957631
14.9138  0.957702
14.9252  0.958002
14.927  0.958047
14.9323  0.958176
14.9385  0.958316
14.9458  0.95847
14.9633  0.95879
14.9699  0.958892
14.985  0.959082
14.9909  0.959142
15.0091  0.959267
15.0155  0.959291
15.0182  0.959298
15.0261  0.959307
15.0295  0.959306
15.0319  0.959304
15.0338  0.959301
15.0357  0.959297
15.0397  0.959285
15.0401  0.959284
15.0413  0.959279
15.0417  0.959278
15.0428  0.959273
15.0553  0.959199
15.0572  0.959183
15.0577  0.95918
15.0601  0.959159
15.0602  0.959158
15.0604  0.959156
15.0707  0.959049
15.0875  0.958814
15.09  0.958771
15.0906  0.958761
15.0943  0.958696
15.1001  0.958585
15.1072  0.958438
15.114  0.958284
15.1175  0.9582
15.1207  0.958121
15.1208  0.958119
15.123  0.95806
15.1248  0.958013
15.1466  0.957372
15.1498  0.957268
15.1504  0.957247
15.1664  0.956681
15.1695  0.95656
15.1713  0.956492
15.1724  0.956448
15.1744  0.956369
15.187  0.955847
15.1872  0.955839
15.1878  0.955814
15.2133  0.954628
15.2245  0.954055
15.2255  0.954002
15.226  0.953977
15.226  0.953976
15.2263  0.953956
15.2283  0.95385
15.2362  0.953422
15.2461  0.952864
15.247  0.952807
15.2488  0.952702
15.2559  0.952286
15.2823  0.950622
15.2901  0.950097
15.2957  0.949717
15.2981  0.949547
15.2991  0.949481
15.3014  0.949319
15.3086  0.948815
15.3092  0.948765
15.3139  0.948429
15.3191  0.948049
15.3192  0.948043
15.3205  0.947946
15.3239  0.947697
15.3309  0.947167
15.3322  0.947075
15.337  0.946705
15.3388  0.946568
15.344  0.94616
15.351  0.945617
15.3601  0.944884
15.3735  0.943789
15.3773  0.943477
15.3917  0.94226
15.3953  0.94195
15.3954  0.941948
15.3955  0.941936
15.3987  0.941663
15.4093  0.940739
15.4099  0.940689
15.4123  0.940478
15.4191  0.939877
15.4199  0.939813
15.4251  0.939349
15.4304  0.938871
15.4322  0.938712
15.4334  0.938603
15.4393  0.93807
15.4485  0.937238
15.4528  0.93685
15.4563  0.936524
15.4575  0.936416
15.46  0.936189
15.4725  0.935036
15.479  0.934433
15.4794  0.934398
15.4843  0.933935
15.4897  0.933436
15.4928  0.933149
15.5037  0.932124
15.504  0.932094
15.5219  0.930423
15.538  0.92891
15.5444  0.928315
15.5466  0.928108
15.5557  0.927254
15.5651  0.926385
15.5675  0.926161
15.5717  0.925768
15.5762  0.925354
15.5773  0.925252
15.5811  0.9249
15.5875  0.924312
15.5903  0.924065
15.5986  0.923304
15.6046  0.922767
15.607  0.922544
15.6133  0.921984
15.6152  0.921808
15.6183  0.92154
15.6255  0.920899
15.6324  0.920293
15.6487  0.918887
15.6554  0.918316
15.6694  0.917142
15.6725  0.916888
15.6764  0.916568
15.6814  0.916163
15.6815  0.916151
15.6917  0.915337
15.701  0.9146
15.7013  0.914582
15.7061  0.914211
15.7123  0.913734
15.715  0.913534
15.7157  0.913478
15.7223  0.912988
15.7227  0.912956
15.7333  0.912182
15.7369  0.911924
15.7419  0.911567
15.7432  0.911475
15.7445  0.911386
15.7485  0.911107
15.7529  0.910805
15.7575  0.910491
15.7586  0.91042
15.76  0.910326
15.767  0.90986
15.7693  0.909715
15.776  0.909281
15.7789  0.909102
15.7794  0.909068
15.7852  0.908705
15.7863  0.908637
15.7892  0.908466
15.7985  0.907907
15.8063  0.907454
15.8116  0.90716
15.8138  0.907038
15.8207  0.906662
15.8224  0.906571
15.8234  0.906514
15.826  0.906379
15.827  0.906325
15.8326  0.906037
15.8388  0.905726
15.8469  0.905331
15.8527  0.905057
15.8533  0.905031
15.8561  0.904902
15.8588  0.904783
15.8588  0.904779
15.8606  0.9047
15.8641  0.904544
15.8655  0.904484
15.8732  0.904159
15.8757  0.904057
15.8847  0.903697
15.8851  0.90368
15.886  0.903649
15.8881  0.903569
15.8888  0.903542
15.9006  0.903112
15.9087  0.902836
15.9173  0.902561
15.9246  0.902341
15.9295  0.902199
15.9312  0.902153
15.9355  0.902035
15.9386  0.901955
15.943  0.901844
15.9491  0.901696
15.9493  0.901692
15.9537  0.90159
15.9609  0.901436
15.9752  0.901166
15.9758  0.901154
15.9774  0.901128
15.9806  0.901076
15.9987  0.900824
16.0123  0.900683
16.0158  0.900654
16.0161  0.900652
16.0169  0.900645
16.0171  0.900644
16.0216  0.900611
16.025  0.90059
16.0269  0.90058
16.0273  0.900577
16.0333  0.900549
16.0352  0.900541
16.0353  0.900541
16.0356  0.90054
16.0387  0.90053
16.0458  0.900515
16.0496  0.900512
16.0567  0.900514
16.0576  0.900515
16.0614  0.900521
16.0652  0.900531
16.067  0.900537
16.0718  0.900555
16.0799  0.900597
16.0852  0.900631
16.0857  0.900634
16.0948  0.900709
16.0997  0.900757
16.1017  0.900776
16.1049  0.900811
16.1065  0.900829
16.1092  0.900862
16.1113  0.900887
16.1204  0.901009
16.1261  0.901095
16.1288  0.901137
16.1289  0.901139
16.1371  0.901277
16.1404  0.901336
16.1409  0.901346
16.1419  0.901364
16.149  0.901502
16.1528  0.901578
16.1564  0.901654
16.1577  0.901683
16.1617  0.90177
16.1696  0.901955
16.1728  0.902032
16.1737  0.902055
16.1796  0.902203
16.1889  0.902452
16.194  0.902596
16.2039  0.902889
16.2073  0.902993
16.2107  0.903099
16.2145  0.903221
16.2228  0.903498
16.2267  0.903632
16.2296  0.903733
16.2396  0.904093
16.2457  0.904324
16.2502  0.904497
16.2542  0.904658
16.2591  0.904853
16.261  0.904933
16.2633  0.905025
16.2658  0.90513
16.2783  0.90567
16.2815  0.905813
16.2847  0.905958
16.2917  0.90628
16.2928  0.906332
16.2931  0.906347
16.3071  0.907024
16.308  0.907068
16.311  0.907216
16.3158  0.907462
16.3238  0.907877
16.3276  0.908077
16.3292  0.908162
16.3316  0.908291
16.3328  0.908362
16.3437  0.908963
16.3455  0.909066
16.3464  0.909117
16.3564  0.909698
16.36  0.909912
16.3707  0.910565
16.3769  0.910949
16.3781  0.911028
16.3832  0.911355
16.3884  0.911689
16.3904  0.911819
16.3904  0.911823
16.3917  0.911906
16.4061  0.912878
16.408  0.913016
16.4083  0.913037
16.4099  0.913147
16.4112  0.913233
16.4133  0.913383
16.4182  0.913733
16.4207  0.91391
16.4241  0.914155
16.4253  0.914246
16.4363  0.915059
16.4395  0.915307
16.4423  0.91552
16.4443  0.915674
16.4444  0.915678
16.4521  0.916282
16.4573  0.916697
16.4606  0.916958
16.4626  0.917128
16.4641  0.917244
16.465  0.917322
16.4826  0.918797
16.4884  0.919294
16.498  0.920148
16.5022  0.920517
16.5025  0.920549
16.5029  0.920583
16.5031  0.920603
16.5052  0.920796
16.5133  0.92154
16.5209  0.922256
16.5228  0.922439
16.5304  0.923169
16.5313  0.923257
16.5324  0.923361
16.5484  0.924951
16.5504  0.925162
16.5516  0.925284
16.5541  0.925542
16.5542  0.925548
16.5603  0.926178
16.563  0.926463
16.569  0.927099
16.5709  0.927302
16.5761  0.927866
16.577  0.92797
16.5806  0.92836
16.5876  0.929131
16.5925  0.929679
16.5984  0.930354
16.6002  0.930565
16.6033  0.930922
16.6061  0.931238
16.6085  0.931526
16.6229  0.93324
16.6382  0.935113
16.6401  0.935357
16.6405  0.935399
16.6565  0.937447
16.6602  0.937922
16.6657  0.938643
16.6711  0.939367
16.688  0.941656
16.695  0.942631
16.6992  0.943225
16.7069  0.944317
16.7081  0.944479
16.7126  0.945128
16.7128  0.945165
16.7135  0.945269
16.7148  0.945446
16.7189  0.946051
16.7273  0.947282
16.7305  0.94775
16.7309  0.947814
16.7385  0.948953
16.7446  0.949882
16.745  0.949947
16.749  0.950548
16.7519  0.951003
16.7563  0.951688
16.7627  0.952682
16.7716  0.954081
16.7768  0.95492
16.7798  0.955402
16.783  0.955915
16.7879  0.956707
16.7964  0.958101
16.8042  0.959399
16.8121  0.96072
16.8208  0.962189
16.8221  0.962408
16.8268  0.963209
16.8294  0.96366
16.837  0.964963
16.8471  0.966721
16.8508  0.967373
16.8538  0.967907
16.8626  0.96946
16.8645  0.969802
16.8681  0.970441
16.8692  0.970642
16.8845  0.973415
16.887  0.973861
16.8927  0.974909
16.8944  0.97521
16.8983  0.975926
16.9065  0.977437
16.9156  0.979129
16.9171  0.979405
16.9208  0.980104
16.9222  0.980367
16.9278  0.981402
16.9438  0.984424
16.9513  0.985845
16.9599  0.987482
16.9618  0.987839
16.9766  0.990678
16.9774  0.990819
16.9861  0.992492
16.9932  0.993855
16.9946  0.994132
16.9951  0.99423
16.996  0.994389
16.9998  0.995121
17.0081  0.996725
17.0084  0.996775
17.0164  0.998331
17.0281  1.00058
17.0347  1.00186
17.0716  1.00892
17.0778  1.01012
17.0802  1.01056
17.0828  1.01105
17.0838  1.01124
17.0845  1.01138
17.0848  1.01143
17.0854  1.01154
17.087  1.01184
17.087  1.01185
17.0957  1.01349
17.0996  1.01422
17.1052  1.01529
17.1369  1.02116
17.1433  1.02232
17.1444  1.02251
17.1535  1.02415
17.1591  1.02515
17.1631  1.02587
17.1645  1.02611
17.1673  1.02662
17.1705  1.02718
17.1706  1.02719
17.173  1.02762
17.1809  1.02899
17.1856  1.02982
17.1867  1.03
17.1903  1.03061
17.1922  1.03094
17.1955  1.03151
17.2016  1.03254
17.2027  1.03272
17.203  1.03277
17.2032  1.03281
17.2065  1.03336
17.2096  1.03388
17.2115  1.03419
17.2141  1.03462
17.2201  1.03561
17.2209  1.03574
17.2243  1.0363
17.2322  1.03757
17.238  1.03848
17.2523  1.04071
17.2563  1.04133
17.2611  1.04206
17.262  1.04218
17.2638  1.04245
17.2658  1.04276
17.2716  1.04361
17.2739  1.04394
17.2749  1.04409
17.2842  1.04543
17.2847  1.04549
17.2907  1.04634
17.2941  1.04681
17.3001  1.04764
17.301  1.04776
17.3066  1.04851
17.3193  1.05018
17.3285  1.05134
17.3287  1.05137
17.3304  1.05157
17.3454  1.05338
17.3544  1.05442
17.3589  1.05493
17.3782  1.05698
17.3852  1.05768
17.3861  1.05777
17.3895  1.0581
17.3905  1.0582
17.3945  1.05858
17.4059  1.05963
17.4066  1.05969
17.4104  1.06002
17.4113  1.0601
17.4128  1.06022
17.413  1.06024
17.4174  1.06061
17.4183  1.06068
17.4334  1.06187
17.4345  1.06195
17.4448  1.06269
17.4474  1.06286
17.473  1.06442
17.4756  1.06456
17.4917  1.06533
17.4925  1.06536
17.4998  1.06566
17.5054  1.06587
17.5094  1.06601
17.5096  1.06602
17.5096  1.06602
17.5108  1.06606
17.529  1.06656
17.5338  1.06667
17.5419  1.06681
17.5586  1.06699
17.5629  1.06701
17.5647  1.06702
17.5656  1.06702
17.5713  1.06702
17.5759  1.06701
17.5768  1.067
17.578  1.067
17.5798  1.06699
17.5807  1.06698
17.5918  1.06687
17.5932  1.06685
17.5987  1.06677
17.6139  1.06645
17.6185  1.06632
17.6234  1.06618
17.6287  1.06601
17.639  1.06562
17.6534  1.06499
17.6541  1.06496
17.6567  1.06483
17.6585  1.06474
17.661  1.06461
17.6624  1.06454
17.6688  1.06418
17.6746  1.06385
17.6822  1.06338
17.6887  1.06295
17.695  1.06251
17.6952  1.06249
17.6999  1.06215
17.7107  1.06132
17.7187  1.06067
17.7192  1.06063
17.723  1.06031
17.7308  1.05962
17.7322  1.05949
17.7353  1.05921
17.7375  1.059
17.7492  1.05787
17.7509  1.0577
17.7723  1.05542
17.7734  1.0553
17.7848  1.05398
17.7875  1.05366
17.7895  1.05342
17.7914  1.0532
17.7944  1.05283
17.7995  1.0522
17.8169  1.04996
17.8255  1.0488
17.8265  1.04866
17.8331  1.04774
17.8348  1.0475
17.8385  1.04698
17.8418  1.04651
17.8465  1.04583
17.8578  1.04415
17.8588  1.044
17.861  1.04367
17.8656  1.04296
17.8697  1.04232
17.8705  1.0422
17.8736  1.04171
17.8751  1.04148
17.8853  1.03985
17.8973  1.03789
17.899  1.03759
17.9029  1.03694
17.9041  1.03674
17.9054  1.03653
17.9108  1.03561
17.9167  1.0346
17.9374  1.03094
17.9459  1.0294
17.9475  1.02913
17.9519  1.02832
17.9573  1.02732
17.9624  1.02637
17.9651  1.02586
17.9653  1.02583
17.9674  1.02543
17.9704  1.02487
17.9723  1.0245
17.9747  1.02405
17.9765  1.02371
17.9826  1.02254
17.9856  1.02197
17.9861  1.02186
17.9898  1.02116
17.9906  1.021
17.9969  1.01978
17.9982  1.01952
18.0016  1.01886
18.0138  1.01645
18.0275  1.01372
18.0284  1.01353
18.031  1.01302
18.0359  1.01202
18.0445  1.01028
18.0631  1.00647
18.0637  1.00634
18.066  1.00588
18.0766  1.00369
18.0852  1.00191
18.0862  1.0017
18.0873  1.00146
18.0875  1.00143
18.0879  1.00134
18.0908  1.00074
18.1157  0.995563
18.118  0.995093
18.1196  0.994761
18.1247  0.993701
18.1284  0.992914
18.1361  0.991324
18.1646  0.985409
18.1699  0.984314
18.1729  0.983698
18.1797  0.982304
18.1813  0.981981
18.1846  0.981306
18.1887  0.980467
18.1968  0.978825
18.199  0.978376
18.2086  0.976435
18.212  0.975762
18.2122  0.975705
18.2207  0.974027
18.2209  0.973973
18.2242  0.973315
18.2293  0.972319
18.2298  0.972216
18.2402  0.970166
18.2432  0.96959
18.2501  0.968247
18.2531  0.967682
18.2589  0.96656
18.2614  0.966086
18.2706  0.964361
18.2728  0.963935
18.286  0.961497
18.2861  0.961466
18.3029  0.958425
18.306  0.957879
18.3267  0.954275
18.3292  0.953844
18.3318  0.953401
18.3363  0.952645
18.3382  0.952338
18.3444  0.951299
18.3496  0.950459
18.3503  0.950341
18.3536  0.949802
18.3609  0.948636
18.3628  0.948343
18.364  0.948149
18.3726  0.946809
18.3741  0.946579
18.3791  0.945819
18.38  0.945686
18.3803  0.945643
18.4021  0.942452
18.4027  0.942365
18.405  0.942052
18.4064  0.941846
18.4089  0.941505
18.4116  0.941132
18.412  0.941071
18.4265  0.939127
18.441  0.937276
18.4499  0.936189
18.4523  0.935895
18.461  0.934874
18.4666  0.934238
18.4669  0.9342
18.4705  0.933805
18.4782  0.932968
18.4819  0.93257
18.4905  0.931682
18.4918  0.931547
18.4965  0.931076
18.4997  0.930769
18.505  0.930258
18.5142  0.929414
18.5281  0.928204
18.5298  0.928066
18.5316  0.927914
18.5344  0.92769
18.5415  0.927127
18.5444  0.926909
18.5538  0.926221
18.5539  0.926215
18.554  0.926211
18.5622  0.925641
18.5642  0.925508
18.5715  0.925043
18.5722  0.925001
18.5956  0.923676
18.6202  0.922564
18.6229  0.922459
18.6279  0.922273
18.6352  0.922023
18.6423  0.921804
18.6438  0.921761
18.6443  0.921745
18.6547  0.921474
18.6608  0.921336
18.6617  0.921318
18.6689  0.92118
18.6696  0.921167
18.6764  0.921058
18.6839  0.920962
18.6852  0.920948
18.7044  0.920818
18.7085  0.92081
18.7114  0.920808
18.7228  0.920834
18.7365  0.920932
18.7371  0.920938
18.7714  0.921492
18.7734  0.921537
18.7765  0.921611
18.7786  0.921662
18.7828  0.921768
18.7842  0.921805
18.7885  0.921922
18.7915  0.922006
18.7924  0.922033
18.8075  0.92251
18.8183  0.922893
18.819  0.92292
18.8207  0.922984
18.8277  0.923257
18.8372  0.923647
18.8403  0.923783
18.8482  0.924135
18.8645  0.924912
18.8695  0.925162
18.8727  0.925326
18.8729  0.925335
18.8734  0.925362
18.8792  0.925668
18.8898  0.926242
18.8979  0.926704
18.9018  0.926928
18.9028  0.926989
18.9057  0.92716
18.9076  0.927271
18.9083  0.927314
18.9158  0.927764
18.9192  0.927972
18.9199  0.928016
18.9293  0.928607
18.9355  0.929009
18.9381  0.929176
18.9395  0.929273
18.953  0.930174
18.9537  0.930221
18.9607  0.930704
18.9661  0.931077
18.9671  0.931151
18.9674  0.931167
18.9691  0.931287
18.9695  0.931322
18.9714  0.931456
18.9726  0.931539
18.9981  0.933401
19.0019  0.933691
19.0043  0.933869
19.005  0.933925
19.0171  0.934856
19.0232  0.935331
19.0237  0.935363
19.0341  0.936187
19.0357  0.936314
19.0407  0.936714
19.0421  0.936828
19.0517  0.937609
19.0569  0.938032
19.0648  0.93868
19.0688  0.939012
19.0713  0.939221
19.072  0.939283
19.0778  0.939768
19.0786  0.939838
19.079  0.939867
19.0805  0.939999
19.0839  0.940283
19.0839  0.940283
19.0967  0.941378
19.0968  0.941392
19.0972  0.941425
19.1004  0.941697
19.1012  0.941771
19.106  0.942188
19.1098  0.942517
19.1116  0.942676
19.1241  0.943775
19.125  0.943852
19.1321  0.944486
19.1348  0.944731
19.1426  0.945427
19.1463  0.94576
19.1479  0.945907
19.1506  0.946155
19.1661  0.947575
19.168  0.94775
19.169  0.947839
19.1731  0.94822
19.1732  0.948226
19.1851  0.949343
19.1898  0.949778
19.1899  0.949787
19.1945  0.950223
19.1972  0.950481
19.2021  0.950944
19.2023  0.950969
19.2036  0.951089
19.2142  0.952103
19.2202  0.952686
19.2226  0.952917
19.2271  0.953355
19.2303  0.953668
19.2357  0.954191
19.2392  0.954535
19.2416  0.954774
19.2449  0.955105
19.2483  0.955443
19.2502  0.955631
19.2504  0.955652
19.2509  0.9557
19.251  0.955711
19.2604  0.956647
19.2631  0.956922
19.2698  0.957596
19.2729  0.95791
19.275  0.95812
19.2838  0.95902
19.2841  0.959058
19.2863  0.959276
19.2883  0.959487
19.2957  0.96025
19.3035  0.961065
19.3096  0.961701
19.3112  0.961868
19.3207  0.962882
19.324  0.963231
19.3244  0.963273
19.332  0.964084
19.3362  0.964538
19.3403  0.96498
19.3405  0.965
19.3511  0.966155
19.3687  0.968101
19.3696  0.968199
19.3812  0.969503
19.398  0.971406
19.4087  0.972649
19.4091  0.97269
19.4212  0.974102
19.4224  0.974242
19.4243  0.974463
19.4314  0.975304
19.448  0.977285
19.4495  0.977474
19.4511  0.977662
19.452  0.977767
19.4566  0.978322
19.4602  0.978766
19.4677  0.979684
19.4691  0.979849
19.471  0.980093
19.4731  0.980346
19.4765  0.980769
19.4831  0.981586
19.4992  0.983604
19.5093  0.984874
19.5132  0.985373
19.5137  0.985443
19.5221  0.986508
19.5334  0.987971
19.536  0.988313
19.5405  0.988899
19.5421  0.989102
19.5436  0.989298
19.547  0.989741
19.5471  0.989759
19.5572  0.991076
19.5621  0.991726
19.5644  0.992035
19.5785  0.993897
19.5811  0.994252
19.5837  0.994598
19.5838  0.994608
19.5851  0.994782
19.5862  0.994927
19.5873  0.995086
19.5923  0.995747
19.5942  0.996005
19.6013  0.996969
19.6037  0.997287
19.6066  0.997675
19.6177  0.999189
19.6178  0.999195
19.6258  1.00028
19.6289  1.00071
19.6378  1.00192
19.6386  1.00203
19.6421  1.00251
19.6514  1.00379
19.6625  1.0053
19.6635  1.00545
19.6714  1.00652
19.6789  1.00755
19.6844  1.00831
19.6844  1.00831
19.7039  1.01098
19.7114  1.012
19.7204  1.01324
19.7227  1.01355
19.7323  1.01486
19.7394  1.01581
19.7444  1.01648
19.7494  1.01716
19.7509  1.01736
19.7531  1.01766
19.7586  1.0184
19.7677  1.01961
19.7679  1.01963
19.7756  1.02064
19.7815  1.02143
19.7833  1.02166
19.7864  1.02206
19.7944  1.0231
19.7995  1.02376
19.7999  1.02381
19.8008  1.02393
19.8046  1.02441
19.8049  1.02446
19.8052  1.02449
19.8175  1.02605
19.8197  1.02632
19.8229  1.02673
19.8277  1.02733
19.8289  1.02748
19.8357  1.02831
19.8381  1.02861
19.8393  1.02876
19.8436  1.02928
19.8683  1.0322
19.8687  1.03225
19.876  1.03309
19.8813  1.03368
19.8826  1.03383
19.8859  1.0342
19.8958  1.03529
19.8998  1.03572
19.911  1.03691
19.912  1.03701
19.9264  1.03848
19.9284  1.03867
19.9392  1.03973
19.9646  1.04206
19.9651  1.0421
19.9674  1.0423
19.9717  1.04266
19.9726  1.04274
19.975  1.04294
19.9777  1.04316
19.9827  1.04357
19.9911  1.04423
19.9983  1.04479
20.0026  1.0451
20.0092  1.04557
20.0151  1.04598
20.0201  1.04631
20.0252  1.04664
20.0271  1.04677
20.0373  1.04739
20.0418  1.04765
20.0447  1.04781
20.0449  1.04782
20.0475  1.04797
20.0574  1.04848
20.0597  1.0486
20.0619  1.0487
20.0688  1.04902
20.0855  1.04971
20.0963  1.05009
20.1006  1.05022
20.1082  1.05044
20.1087  1.05046
20.1108  1.05051
20.1198  1.05072
20.1266  1.05086
20.1284  1.05089
20.1292  1.05091
20.1322  1.05095
20.1339  1.05098
20.1359  1.05101
20.1391  1.05105
20.1462  1.05113
20.1469  1.05113
20.1513  1.05117
20.1625  1.05121
20.1734  1.0512
20.188  1.05109
20.1904  1.05106
20.1941  1.05101
20.2015  1.0509
20.2067  1.0508
20.2162  1.05059
20.2187  1.05053
20.2219  1.05045
20.2225  1.05043
20.2231  1.05041
20.2312  1.05018
20.2317  1.05016
20.2321  1.05015
20.2342  1.05008
20.236  1.05002
20.2441  1.04974
20.2454  1.04969
20.2543  1.04934
20.2581  1.04918
20.259  1.04914
20.2644  1.04889
20.2678  1.04874
20.2711  1.04857
20.2746  1.0484
20.2788  1.04819
20.289  1.04763
20.2922  1.04745
20.304  1.04674
20.3124  1.04619
20.3145  1.04605
20.3205  1.04564
20.3235  1.04543
20.3287  1.04506
20.3307  1.04492
20.3332  1.04474
20.3379  1.04438
20.3467  1.0437
20.3689  1.04186
20.3821  1.04069
20.4192  1.03713
20.4231  1.03674
20.4257  1.03648
20.4258  1.03646
20.4262  1.03643
20.4272  1.03632
20.4283  1.03621
20.4413  1.03486
20.4663  1.03215
20.4675  1.03202
20.4679  1.03198
20.4689  1.03187
20.4838  1.0302
20.5011  1.02823
20.5065  1.02761
20.5067  1.02758
20.5107  1.02713
20.5228  1.02572
20.5257  1.02539
20.5297  1.02493
20.5354  1.02426
20.5381  1.02395
20.5402  1.0237
20.5453  1.02311
20.546  1.02303
20.5505  1.0225
20.5513  1.02241
20.5571  1.02173
20.565  1.02081
20.5718  1.02002
20.5725  1.01994
20.5776  1.01936
20.5807  1.01899
20.5815  1.0189
20.5821  1.01883
20.5886  1.01808
20.5915  1.01774
20.5916  1.01774
20.5946  1.01739
20.5959  1.01725
20.6059  1.01611
20.6115  1.01548
20.6156  1.01502
20.6268  1.01377
20.6336  1.01302
20.6383  1.01251
20.6474  1.01153
20.6551  1.01071
20.6729  1.00888
20.6813  1.00803
20.6877  1.0074
20.6937  1.00683
20.6966  1.00655
20.6996  1.00627
20.7029  1.00596
20.7097  1.00533
20.7218  1.00425
20.7221  1.00422
20.7229  1.00415
20.7243  1.00403
20.7271  1.00379
